"Server IP","DB User Name","App User Name","Total access"
"10.38.11.73","","40CVERGARA::PU=SAPSR3","370"
"10.38.11.73","","30JCABANILLT::PU=SAPSR3","369"
"10.38.11.73","","30RMANCILLA::PU=SAPSR3","369"
"10.38.11.73","","30NMILLAND::PU=SAPSR3","367"
"10.38.11.73","","40AIBARRAD::PU=SAPSR3","366"
"10.38.11.73","","30AGUZMANR::PU=SAPSR3","365"
"10.38.11.73","?","20LVARELAP::PU=SAPSR3","365"
"10.38.11.73","","40CVICENCIOV::PU=SAPSR3","365"
"10.38.11.73","","SSIRE_001","364"
"10.38.11.73","","40AGARCIAH::PU=SAPSR3","364"
"10.38.11.73","","30SORELLANA::PU=SAPSR3","363"
"10.38.11.73","","30LCERDAN","362"
"10.38.11.73","?","40DVEGAA::PU=SAPSR3","362"
"10.38.11.73","","30MMASANESH::PU=SAPSR3","361"
"10.38.11.73","","30ACANUMAN::PU=SAPSR3","361"
"10.38.11.73","?","10EALVARADOA::PU=SAPSR3","361"
"10.38.11.73","","40IRAMIREZ::PU=SAPSR3","360"
"10.38.11.73","","30PVALENZUAR::PU=SAPSR3","360"
"10.38.11.73","","	30JOJEDA::PU=SAPSR3","359"
"10.38.11.73","","30EVILLALOBP","359"
"10.38.11.73","","30AMIRANDAM::PU=SAPSR3","358"
"10.38.11.73","?","30MNAVARROV::PU=SAPSR3","358"
"10.38.11.73","","30TMORAGAM::PU=SAPSR3","357"
"10.38.11.73","","30CTAPIAM","356"
"10.38.11.73","","30MSUAZOL::PU=SAPSR3","355"
"10.38.11.73","?","20CCHACONC::PU=SAPSR3","355"
"10.38.11.73","","30EVALENZUER::PU=SAPSR3","354"
"10.38.11.73","?","30PLOPEZN::PU=SAPSR3","354"
"10.38.11.73","","30KVARGASB::PU=SAPSR3","354"
"10.38.11.73","","40RCASTILLO::PU=SAPSR3","354"
"10.38.11.73","","40JCORDOVA::PU=SAPSR3","353"
"10.38.11.73","","40SGERLACH::PU=SAPSR3","352"
"10.38.11.73","","30CVASQUEZR::PU=SAPSR3","351"
"10.38.11.73","","   30PGUZMAN::PU=SAPSR3","351"
"10.38.11.73","","40JMUNOZCO::PU=SAPSR3","351"
"10.38.11.73","","40FVEGAPEREZ","351"
"10.38.11.73","","40CVIDALA::PU=SAPSR3","350"
"10.38.11.73","","FULLSTAR_V02","350"
"10.38.11.73","","	30MMUNOZ::PU=SAPSR3","349"
"10.38.11.73","","40JFENEROS::PU=SAPSR3","348"
"10.38.11.73","","30ASEGUELN::PU=SAPSR3","348"
"10.38.11.73","","30MVALIENTE","348"
"10.38.11.73","","40DRAMIREZ::PU=SAPSR3","347"
"10.38.11.73","?","30VZENTENOA::PU=SAPSR3","346"
"10.38.11.73","","30VPINAV::PU=SAPSR3","345"
"10.38.11.73","","30MROSALESP::PU=SAPSR3","345"
"10.38.11.73","","   30LSOLANO::PU=SAPSR3","345"
"10.38.11.73","","30JRIVERAO::PU=SAPSR3","344"
"10.38.11.73","","30FVILLARRO::PU=SAPSR3","344"
"10.38.11.73","","10CABUAUADA::PU=SAPSR3","344"
"10.38.11.73","","30XLOPEZM::PU=SAPSR3","344"
"10.38.11.73","","	20EGOMEZ::PU=SAPSR3","343"
"10.38.11.73","","   30MZURITA::PU=SAPSR3","343"
"10.38.11.73","","30HRODRIGUEP::PU=SAPSR3","342"
"10.38.11.73","","30CCORVALANH::PU=SAPSR3","342"
"10.38.11.73","?","30JPASTORP::PU=SAPSR3","342"
"10.38.11.73","","40KFUENTESB::PU=SAPSR3","341"
"10.38.11.73","","30KDAINET::PU=SAPSR3","340"
"10.38.11.73","","30VVILLARROO","339"
"10.38.11.73","","   30WZAMORA::PU=SAPSR3","338"
"10.38.11.73","","30JVILLANUE::PU=SAPSR3","337"
"10.38.11.73","","	30CMONJE::PU=SAPSR3","337"
"10.38.11.73","?","40LGUEVARAP::PU=SAPSR3","336"
"10.38.11.73","?","30MGARCIAA::PU=SAPSR3","335"
"10.38.11.73","","30JQUINTERO::PU=SAPSR3","334"
"10.38.11.73","?","30IROJASS::PU=SAPSR3","333"
"10.38.11.73","","30KBOZZOR::PU=SAPSR3","332"
"10.38.11.73","","40EFRITZE","332"
"10.38.11.73","","30DPINILLAA","332"
"10.38.11.73","","40NROZASL::PU=SAPSR3","332"
"10.38.11.73","","30FHERNANDEG","331"
"10.38.11.73","","   30EMUNOZM::PU=SAPSR3","331"
"10.38.11.73","","30EHUENCHUAJ","330"
"10.38.11.73","","30ADELCAMPO::PU=SAPSR3","330"
"10.38.11.73","","30PCARVAJALR::PU=SAPSR3","330"
"10.38.11.73","","30CFIGUEROAC::PU=SAPSR3","330"
"10.38.11.73","","30VMUNOZARA::PU=SAPSR3","329"
"10.38.11.73","","30FJARAMILR::PU=SAPSR3","328"
"10.38.11.73","?","30SZAMBRANOA::PU=SAPSR3","328"
"10.38.11.73","","20HLOPEZF::PU=SAPSR3","328"
"10.38.11.73","","   30LESPEJO::PU=SAPSR3","326"
"10.38.11.73","","   40EZUNIGA::PU=SAPSR3","326"
"10.38.11.73","","WF-BATC","325"
"10.38.11.73","","40ILETELIER::PU=SAPSR3","325"
"10.38.11.73","","10AVELIZG::PU=SAPSR3","324"
"10.38.11.73","","40ENICKLISTH::PU=SAPSR3","323"
"10.38.11.73","","40KDIAZE::PU=SAPSR3","323"
"10.38.11.73","","30MNAVARROV","323"
"10.38.11.73","","30MKEIMA","323"
"10.38.11.73","","40LMARTINEM::PU=SAPSR3","323"
"10.38.11.73","","	30JJESUS::PU=SAPSR3","322"
"10.38.11.73","","	30EALLUP::PU=SAPSR3","322"
"10.38.11.73","","   20CCHACON::PU=SAPSR3","321"
"10.38.11.73","","40MREBOLLED::PU=SAPSR3","321"
"10.38.11.73","","30BLATORREM","319"
"10.38.11.73","","30MPEREIRAV::PU=SAPSR3","319"
"10.38.11.73","","40GSALVATIEG::PU=SAPSR3","318"
"10.38.11.73","","40WVALDESM::PU=SAPSR3","318"
"10.38.11.73","","40MCABRERAM::PU=SAPSR3","317"
"10.38.11.73","","	40RPINTO::PU=SAPSR3","317"
"10.38.11.73","","40KVERAF::PU=SAPSR3","316"
"10.38.11.73","","30RMUNOZRIQ","316"
"10.38.11.73","","30VMAGNAY::PU=SAPSR3","315"
"10.38.11.73","","30JCARDENAS::PU=SAPSR3","314"
"10.38.11.73","","   30EZAPATA::PU=SAPSR3","314"
"10.38.11.73","","30KVILLARROP::PU=SAPSR3","313"
"10.38.11.73","","	30JBARRA::PU=SAPSR3","312"
"10.38.11.73","","30CCELISV::PU=SAPSR3","312"
"10.38.11.73","","	10CCAMUS::PU=SAPSR3","311"
"10.38.11.73","","30FCASTILLOL::PU=SAPSR3","310"
"10.38.11.73","","40CCAMUSC::PU=SAPSR3","310"
"10.38.11.73","","40ELOPEZR::PU=SAPSR3","310"
"10.38.11.73","?","30VDIAZMIR::PU=SAPSR3","310"
"10.38.11.73","","30MBUSTAMANR::PU=SAPSR3","310"
"10.38.11.73","","10LFUENTES::PU=SAPSR3","307"
"10.38.11.73","","30NGARRIDOA::PU=SAPSR3","306"
"10.38.11.73","","	30FRIVAS::PU=SAPSR3","306"
"10.38.11.73","","10GTIRADOV","306"
"10.38.11.73","","30FFUENZALI::PU=SAPSR3","305"
"10.38.11.73","","30RGALLARDOM","305"
"10.38.11.73","","40CGALLARDO::PU=SAPSR3","305"
"10.38.11.73","","20JGONZALEZB::PU=SAPSR3","304"
"10.38.11.73","","40PLEIVALAN::PU=SAPSR3","304"
"10.38.11.73","","40CGONZALEZC::PU=SAPSR3","304"
"10.38.11.73","","40KMENESESG","303"
"10.38.11.73","","30CMANOSALV::PU=SAPSR3","303"
"10.38.11.73","","30LALTAMIRAB::PU=SAPSR3","302"
"10.38.11.73","","20PMASSONEY::PU=SAPSR3","302"
"10.38.11.73","","30SROJASVE::PU=SAPSR3","302"
"10.38.11.73","","40DRAMIREZC","301"
"10.38.11.73","?","30ILINCOQUEC::PU=SAPSR3","301"
"10.38.11.73","","40AGARCIAG::PU=SAPSR3","300"
"10.38.11.73","","30COYARZOA::PU=SAPSR3","300"
"10.38.11.73","","30MHERNANDM","298"
"10.38.11.73","","10CCAMUSG","298"
"10.38.11.73","","40FHUAMANGA::PU=SAPSR3","296"
"10.38.11.73","","30CRAVANALR::PU=SAPSR3","296"
"10.38.11.73","","30MCERDAG::PU=SAPSR3","296"
"10.38.11.73","","40MSANZANAD::PU=SAPSR3","295"
"10.38.11.73","","30GCORTESG","295"
"10.38.11.73","","	30MPALMA::PU=SAPSR3","295"
"10.38.11.73","","	40CBRAVO::PU=SAPSR3","294"
"10.38.11.73","","40SREYESA","294"
"10.38.11.73","","30RESPINOZAB::PU=SAPSR3","293"
"10.38.11.73","","20CARAYAV::PU=SAPSR3","293"
"10.38.11.73","","40FNEIRAR::PU=SAPSR3","292"
"10.38.11.73","?","30AFARIASC::PU=SAPSR3","291"
"10.38.11.73","","30MMARTINEZP","291"
"10.38.11.73","","	30BMUNOZ::PU=SAPSR3","289"
"10.38.11.73","","30RALLENDES::PU=SAPSR3","289"
"10.38.11.73","","	40ERIVAS::PU=SAPSR3","289"
"10.38.11.73","","40JPAEZA::PU=SAPSR3","289"
"10.38.11.73","","30SLECAROSL","288"
"10.38.11.73","","30LULLOAG::PU=SAPSR3","288"
"10.38.11.73","","20JFAUNDEZB::PU=SAPSR3","287"
"10.38.11.73","","30CGUTIERRE::PU=SAPSR3","287"
"10.38.11.73","","   30CQUIROZ::PU=SAPSR3","286"
"10.38.11.73","","30CCASANGA::PU=SAPSR3","286"
"10.38.11.73","","40EZUNIGAA","285"
"10.38.11.73","","30JCORTESI::PU=SAPSR3","285"
"10.38.11.73","","30JREYESME","285"
"10.38.11.73","","30XSANHUEZAP","284"
"10.38.11.73","","30MVIERAS","284"
"10.38.11.73","","30KOYOLACAM::PU=SAPSR3","284"
"10.38.11.73","","40AALMENDRAG::PU=SAPSR3","283"
"10.38.11.73","","20JCHARTIER::PU=SAPSR3","283"
"10.38.11.73","","30EAVILEZR::PU=SAPSR3","283"
"10.38.11.73","","	40GTAGLE::PU=SAPSR3","283"
"10.38.11.73","","30DVANCHINOC::PU=SAPSR3","283"
"10.38.11.73","","40VOYARZUNP::PU=SAPSR3","283"
"10.38.11.73","","40JASTARGOR::PU=SAPSR3","283"
"10.38.11.73","","30OCACERES::PU=SAPSR3","283"
"10.38.11.73","","	30MVIERA::PU=SAPSR3","282"
"10.38.11.73","","30CMONJEA","282"
"10.38.11.73","","30CJARAA","281"
"10.38.11.73","","40RCASTILLOA","281"
"10.38.11.73","","30OESCAMILL::PU=SAPSR3","281"
"10.38.11.73","","30CSALDIASC::PU=SAPSR3","280"
"10.38.11.73","","40LSALGADO::PU=SAPSR3","279"
"10.38.11.73","","30LLIPORACIZ","278"
"10.38.11.73","","30SLECAROS::PU=SAPSR3","278"
"10.38.11.73","","40KMUNOZY::PU=SAPSR3","278"
"10.38.11.73","","20SCORREGEK::PU=SAPSR3","278"
"10.38.11.73","","10CCANALESP::PU=SAPSR3","277"
"10.38.11.73","","40DABARCAA::PU=SAPSR3","277"
"10.38.11.73","","30IHAGOBIANR::PU=SAPSR3","277"
"10.38.11.73","?","40NRIVERAA::PU=SAPSR3","277"
"10.38.11.73","","30PMORENOC","276"
"10.38.11.73","","10AYORSTONP::PU=SAPSR3","276"
"10.38.11.73","","	30FPARRA::PU=SAPSR3","274"
"10.38.11.73","","30MCIDS::PU=SAPSR3","274"
"10.38.11.73","?","30LULLOAG::PU=SAPSR3","274"
"10.38.11.73","","30SJARAT::PU=SAPSR3","274"
"10.38.11.73","","40RPONCEG::PU=SAPSR3","273"
"10.38.11.73","","30VZENTENOA","273"
"10.38.11.73","","10WLEYVAF::PU=SAPSR3","273"
"10.38.11.73","?","30FECHEVERRR::PU=SAPSR3","273"
"10.38.11.73","","   30LAVALOS::PU=SAPSR3","273"
"10.38.11.73","","30RMUNOZRI::PU=SAPSR3","272"
"10.38.11.73","","40CCARRASCOF","270"
"10.38.11.73","","40KTENORIOM::PU=SAPSR3","269"
"10.38.11.73","","30LNUNEZR","269"
"10.38.11.73","","40HMARINAOV","269"
"10.38.11.73","","   30AFARIAS::PU=SAPSR3","268"
"10.38.11.73","","30EHUENCHUA::PU=SAPSR3","268"
"10.38.11.73","","30JVELASQU::PU=SAPSR3","267"
"10.38.11.73","","30PCATALANO::PU=SAPSR3","266"
"10.38.11.73","","20JLOPEZL::PU=SAPSR3","265"
"10.38.11.73","","30LSOLANOV","265"
"10.38.11.73","","30HLEYTONM","265"
"10.38.11.73","","30GGUINEZC::PU=SAPSR3","265"
"10.38.11.73","","30SCACERES::PU=SAPSR3","265"
"10.38.11.73","","   40JTICONA::PU=SAPSR3","265"
"10.38.11.73","","20BVILLENAL","264"
"10.38.11.73","","	30JVEGAV::PU=SAPSR3","264"
"10.38.11.73","","30MPALMAT","263"
"10.38.11.73","","	30VMUNOZ::PU=SAPSR3","262"
"10.38.11.73","","40CVERGARAT","262"
"10.38.11.73","?","40FVEGAPEREZ::PU=SAPSR3","261"
"10.38.11.73","","30KPLAZAC::PU=SAPSR3","261"
"10.38.11.73","","20SARAVENAC::PU=SAPSR3","260"
"10.38.11.73","","30AROMANR::PU=SAPSR3","260"
"10.38.11.73","","30ECAMPOSA","260"
"10.38.11.73","","40EROJASRAMO::PU=SAPSR3","259"
"10.38.11.73","","30LVILLASEC","259"
"10.38.11.73","","30CBADILLAS","259"
"10.38.11.73","","   40ECARRAS::PU=SAPSR3","259"
"10.38.11.73","","30VNAVARRO::PU=SAPSR3","259"
"10.38.11.73","","40KMENESES::PU=SAPSR3","258"
"10.38.11.73","","30MZURITAC","258"
"10.38.11.73","","30MGORMAZJ::PU=SAPSR3","258"
"10.38.11.73","","30SROJASVEL","258"
"10.38.11.73","","40FPICHONB::PU=SAPSR3","258"
"10.38.11.73","?","40CPINTOP::PU=SAPSR3","257"
"10.38.11.73","","30KOYOLACAMP","257"
"10.38.11.73","","20PFERRERA::PU=SAPSR3","255"
"10.38.11.73","","30AESPINAH","255"
"10.38.11.73","","30EULLOAM::PU=SAPSR3","254"
"10.38.11.73","","30FOLIVERO::PU=SAPSR3","253"
"10.38.11.73","","30CWOLF::PU=SAPSR3","253"
"10.38.11.73","","	30SRAMOS::PU=SAPSR3","253"
"10.38.11.73","","30DARRIETA::PU=SAPSR3","253"
"10.38.11.73","","30RAMIAMAB::PU=SAPSR3","252"
"10.38.11.73","?","20JVERAG::PU=SAPSR3","252"
"10.38.11.73","","20FVILLALOB::PU=SAPSR3","251"
"10.38.11.73","","40PCORNEJO::PU=SAPSR3","251"
"10.38.11.73","","40DTABILOO::PU=SAPSR3","251"
"10.38.11.73","","30GSEGUELB::PU=SAPSR3","251"
"10.38.11.73","?","40FRIQUELMER::PU=SAPSR3","251"
"10.38.11.73","","   30AESPINA::PU=SAPSR3","250"
"10.38.11.73","?","30FMORALESZ::PU=SAPSR3","250"
"10.38.11.73","","40LFERREIRAA::PU=SAPSR3","250"
"10.38.11.73","?","30CCARRICONI::PU=SAPSR3","250"
"10.38.11.73","","30AESCOBARB::PU=SAPSR3","249"
"10.38.11.73","","30AORELLANAD","249"
"10.38.11.73","","40DESCOBAR::PU=SAPSR3","249"
"10.38.11.73","","30JVEGAVA","249"
"10.38.11.73","","40FMENDEZP::PU=SAPSR3","248"
"10.38.11.73","","40BCISTERNAS","248"
"10.38.11.73","","   30LMEDINA::PU=SAPSR3","248"
"10.38.11.73","","	30JARIAS::PU=SAPSR3","248"
"10.38.11.73","","10LCERDAC::PU=SAPSR3","248"
"10.38.11.73","","30MKEIM::PU=SAPSR3","248"
"10.38.11.73","","30FACEVEDOT::PU=SAPSR3","247"
"10.38.11.73","","30SMIRANDAM::PU=SAPSR3","247"
"10.38.11.73","","30WZAMORAO","246"
"10.38.11.73","","30JCUEVASOGA::PU=SAPSR3","246"
"10.38.11.73","","40LMUNDACAL","246"
"10.38.11.73","","30ACACERGUT::PU=SAPSR3","246"
"10.38.11.73","","30DORDENES::PU=SAPSR3","245"
"10.38.11.73","","30EZAPATAM","245"
"10.38.11.73","","30ESILVAR::PU=SAPSR3","245"
"10.38.11.73","","30FFIGUEROAH::PU=SAPSR3","245"
"10.38.11.73","","40ETAPIAO::PU=SAPSR3","244"
"10.38.11.73","","30RALLENDESC","244"
"10.38.11.73","","30PJARAV::PU=SAPSR3","244"
"10.38.11.73","","30MPODESTAE::PU=SAPSR3","244"
"10.38.11.73","","30MLARENAS::PU=SAPSR3","243"
"10.38.11.73","","20AESCOBARP::PU=SAPSR3","243"
"10.38.11.73","","40ELOPEZM::PU=SAPSR3","243"
"10.38.11.73","","40SULLOAM::PU=SAPSR3","243"
"10.38.11.73","","30JVASQUEZSE::PU=SAPSR3","243"
"10.38.11.73","","10FDRAGNICT::PU=SAPSR3","243"
"10.38.11.73","","40ALINARES::PU=SAPSR3","242"
"10.38.11.73","","30JVASQUEZHU","242"
"10.38.11.73","","30RGALLARDO::PU=SAPSR3","241"
"10.38.11.73","","30DMORALES::PU=SAPSR3","241"
"10.38.11.73","","40YNAVARRETG","241"
"10.38.11.73","","40GZAMORANO::PU=SAPSR3","240"
"10.38.11.73","","	30MLORCA::PU=SAPSR3","240"
"10.38.11.73","","   30HLEYTON::PU=SAPSR3","240"
"10.38.11.73","","30MSOTOMAYO::PU=SAPSR3","239"
"10.38.11.73","","   10GTIRADO::PU=SAPSR3","239"
"10.38.11.73","","30GURRIOLAP::PU=SAPSR3","238"
"10.38.11.73","","30DBENAVIDEV","238"
"10.38.11.73","?","20JCHARTIERR::PU=SAPSR3","238"
"10.38.11.73","","   30GTOLEDO::PU=SAPSR3","238"
"10.38.11.73","?","30CBASUALTOM::PU=SAPSR3","238"
"10.38.11.73","","30KSEPULVEDS::PU=SAPSR3","237"
"10.38.11.73","","	30PPAVEZ::PU=SAPSR3","237"
"10.38.11.73","","	40EFRITZ::PU=SAPSR3","236"
"10.38.11.73","","30JVILLANUER","236"
"10.38.11.73","","30SVASQUEZHE::PU=SAPSR3","235"
"10.38.11.73","","	40VMUNOZ::PU=SAPSR3","235"
"10.38.11.73","","30MVEGAAR::PU=SAPSR3","235"
"10.38.11.73","","30GSALUMS::PU=SAPSR3","235"
"10.38.11.73","","40MPICHINGUC","234"
"10.38.11.73","","40MGUTIERREM::PU=SAPSR3","234"
"10.38.11.73","","30SCACERESC","234"
"10.38.11.73","","30CROSENBER::PU=SAPSR3","233"
"10.38.11.73","","40ECARRASV","232"
"10.38.11.73","","	30CTAPIA::PU=SAPSR3","232"
"10.38.11.73","","30FHERNANDE::PU=SAPSR3","232"
"10.38.11.73","","	30CVIDAL::PU=SAPSR3","232"
"10.38.11.73","","40BOJEDAM::PU=SAPSR3","231"
"10.38.11.73","","40MRUIZV::PU=SAPSR3","231"
"10.38.11.73","","30MCAMPOSV::PU=SAPSR3","231"
"10.38.11.73","","40PVEGA::PU=SAPSR3","231"
"10.38.11.73","?","40GJEREZF::PU=SAPSR3","231"
"10.38.11.73","","30JOLIVAREGA","229"
"10.38.11.73","","30BROAR::PU=SAPSR3","229"
"10.38.11.73","","30GDONOSTO","229"
"10.38.11.73","","30AORTIZC::PU=SAPSR3","229"
"10.38.11.73","","40TOLEAR","229"
"10.38.11.73","","30MCALABRANL","228"
"10.38.11.73","","30MCARCAMO::PU=SAPSR3","228"
"10.38.11.73","","30JVILLASECF::PU=SAPSR3","227"
"10.38.11.73","","30BMUNOZC","227"
"10.38.11.73","","30MAMPUEROS::PU=SAPSR3","227"
"10.38.11.73","","30RAVENDANO::PU=SAPSR3","227"
"10.38.11.73","","40EMUNOZL::PU=SAPSR3","226"
"10.38.11.73","","40ESOTOG","225"
"10.38.11.73","","30VRIVASH::PU=SAPSR3","225"
"10.38.11.73","","40NCARRASCOC","225"
"10.38.11.73","","   40FCONCHA::PU=SAPSR3","225"
"10.38.11.73","","30DPELLIZZAV::PU=SAPSR3","224"
"10.38.11.73","","30HSAAVEDRA::PU=SAPSR3","224"
"10.38.11.73","","	30CMUNOZ::PU=SAPSR3","224"
"10.38.11.73","","30JURZUAM::PU=SAPSR3","223"
"10.38.11.73","","30CDELRIOD::PU=SAPSR3","223"
"10.38.11.73","","30WACEVEDO::PU=SAPSR3","222"
"10.38.11.73","","20BVILLENA::PU=SAPSR3","222"
"10.38.11.73","","30MHERNAND::PU=SAPSR3","222"
"10.38.11.73","","30CSANDOVASO::PU=SAPSR3","222"
"10.38.11.73","","30VLOBOSJ","221"
"10.38.11.73","","40CPENA::PU=SAPSR3","220"
"10.38.11.73","","20JVERAG","220"
"10.38.11.73","","30NSALDIASC::PU=SAPSR3","220"
"10.38.11.73","","40MGONZALEZQ::PU=SAPSR3","220"
"10.38.11.73","","30NFUENTES::PU=SAPSR3","219"
"10.38.11.73","","30EMORALESE","219"
"10.38.11.73","","30SVALENZUEL::PU=SAPSR3","219"
"10.38.11.73","","40CPENAM","218"
"10.38.11.73","","30LAVALOSH","218"
"10.38.11.73","","30PVASQUEZ::PU=SAPSR3","217"
"10.38.11.73","","	30LNUNEZ::PU=SAPSR3","217"
"10.38.11.73","","40CBRAVOL","217"
"10.38.11.73","","40CFERNANDER::PU=SAPSR3","217"
"10.38.11.73","","30JMALDONOY","217"
"10.38.11.73","","30FFUENZALIC","217"
"10.38.11.73","","30FCORNEJOG","217"
"10.38.11.73","","30PPAVEZH","216"
"10.38.11.73","","	30JARAYA::PU=SAPSR3","216"
"10.38.11.73","","40RCORTEZS","215"
"10.38.11.73","","20GREPETTOG::PU=SAPSR3","214"
"10.38.11.73","","40MGONZALEZS::PU=SAPSR3","214"
"10.38.11.73","","   30JPASTOR::PU=SAPSR3","214"
"10.38.11.73","?","30PMORENOC::PU=SAPSR3","214"
"10.38.11.73","","40GTAGLEH","213"
"10.38.11.73","","40JTICONAA","213"
"10.38.11.73","","40SHOLZF::PU=SAPSR3","213"
"10.38.11.73","","30LMENDEZMU","213"
"10.38.11.73","","10LFUENTESM","213"
"10.38.11.73","","40RPINTOH","213"
"10.38.11.73","","30RSANCHEZ::PU=SAPSR3","212"
"10.38.11.73","","40AGUIJADA::PU=SAPSR3","212"
"10.38.11.73","","30RLEONB::PU=SAPSR3","212"
"10.38.11.73","","30RPARRAGUEV","212"
"10.38.11.73","?","30OCACERESS::PU=SAPSR3","211"
"10.38.11.73","","30MMULLENDOE::PU=SAPSR3","211"
"10.38.11.73","","30JSOTOC::PU=SAPSR3","211"
"10.38.11.73","","30PURBINARO::PU=SAPSR3","211"
"10.38.11.73","","30PLAZCANOR::PU=SAPSR3","210"
"10.38.11.73","","30DARRIETAM","210"
"10.38.11.73","","30RFERNANSA::PU=SAPSR3","210"
"10.38.11.73","","30MLARENASO","210"
"10.38.11.73","","	40JMUNOZ::PU=SAPSR3","210"
"10.38.11.73","","30PJARA::PU=SAPSR3","210"
"10.38.11.73","","20BCANOVASS::PU=SAPSR3","210"
"10.38.11.73","","30EESCOBARB::PU=SAPSR3","209"
"10.38.11.73","","30KCARDENAS::PU=SAPSR3","209"
"10.38.11.73","","	30FBAEZA::PU=SAPSR3","207"
"10.38.11.73","","20PSANCHEZP::PU=SAPSR3","207"
"10.38.11.73","","40CCARRASCO::PU=SAPSR3","207"
"10.38.11.73","","30GLOPEZI::PU=SAPSR3","206"
"10.38.11.73","","40LSALGADOR","206"
"10.38.11.73","","   40AFIERRO::PU=SAPSR3","205"
"10.38.11.73","","40MESTAYR","205"
"10.38.11.73","","30FACUNAT","205"
"10.38.11.73","","30CCRISTALI::PU=SAPSR3","204"
"10.38.11.73","","30AQUIROZM::PU=SAPSR3","204"
"10.38.11.73","","30PLAGOSM","204"
"10.38.11.73","","30CROSENBERV","203"
"10.38.11.73","","40JDIAZM::PU=SAPSR3","203"
"10.38.11.73","","   30SKOTHER::PU=SAPSR3","203"
"10.38.11.73","","40NGACITUAM::PU=SAPSR3","203"
"10.38.11.73","","30JBENGHIC::PU=SAPSR3","202"
"10.38.11.73","","30ACIDF","202"
"10.38.11.73","","30EALLUPS","202"
"10.38.11.73","","40DSABAHP::PU=SAPSR3","202"
"10.38.11.73","","40HTORRESA","201"
"10.38.11.73","","30HHERNANDE::PU=SAPSR3","201"
"10.38.11.73","","30JVIDALS::PU=SAPSR3","201"
"10.38.11.73","","	40LPEREZ::PU=SAPSR3","200"
"10.38.11.73","","30JOLIVAREG::PU=SAPSR3","200"
"10.38.11.73","","40YMARTINEZM","200"
"10.38.11.73","?","40YMARTINEZM::PU=SAPSR3","200"
"10.38.11.73","","30GSANCHEZR::PU=SAPSR3","200"
"10.38.11.73","","20RACUNAD::PU=SAPSR3","200"
"10.38.11.73","","30RFERNANSAL","200"
"10.38.11.73","","30NFUENTESR","199"
"10.38.11.73","","40AHIDALGOF::PU=SAPSR3","199"
"10.38.11.73","?","30JSANTISB::PU=SAPSR3","199"
"10.38.11.73","","30AFUENTESP::PU=SAPSR3","199"
"10.38.11.73","","   30JREYESM::PU=SAPSR3","199"
"10.38.11.73","","30ILINCOQUEC","198"
"10.38.11.73","","40SFERNANDE::PU=SAPSR3","197"
"10.38.11.73","","30CCONTRERA::PU=SAPSR3","197"
"10.38.11.73","","30MSEPULVED::PU=SAPSR3","197"
"10.38.11.73","?","20DHALATS::PU=SAPSR3","197"
"10.38.11.73","","40CSALVOD::PU=SAPSR3","196"
"10.38.11.73","","   40DFLORES::PU=SAPSR3","196"
"10.38.11.73","","30FMANRIQUEL","196"
"10.38.11.73","","   40ADAMIGO::PU=SAPSR3","196"
"10.38.11.73","","30CJARAL","195"
"10.38.11.73","?","10APINTOT::PU=SAPSR3","195"
"10.38.11.73","","30VNAVARROR","195"
"10.38.11.73","","40SFERNANDEN::PU=SAPSR3","195"
"10.38.11.73","","40JGODOYA::PU=SAPSR3","194"
"10.38.11.73","","30MRIQUELMEM","194"
"10.38.11.73","","40GGONZALEZ::PU=SAPSR3","194"
"10.38.11.73","","40LESPINOLAV::PU=SAPSR3","194"
"10.38.11.73","?","30GSEGUELB::PU=SAPSR3","194"
"10.38.11.73","","30RMORENOG::PU=SAPSR3","194"
"10.38.11.73","","   30FGUZMAN::PU=SAPSR3","193"
"10.38.11.73","","	30APARDO::PU=SAPSR3","193"
"10.38.11.73","","40CDONOSOM::PU=SAPSR3","193"
"10.38.11.73","","30LNAVARROA","193"
"10.38.11.73","?","20CRIVERAA::PU=SAPSR3","193"
"10.38.11.73","","20RMAYORGAA","193"
"10.38.11.73","","30SHERVASR::PU=SAPSR3","192"
"10.38.11.73","","30CBELLOG::PU=SAPSR3","192"
"10.38.11.73","","10APINTOT","192"
"10.38.11.73","","30AAVENDANOB::PU=SAPSR3","192"
"10.38.11.73","?","30GARCEF::PU=SAPSR3","192"
"10.38.11.73","","20LLINNEBRIC::PU=SAPSR3","192"
"10.38.11.73","","40CCARISB","191"
"10.38.11.73","","	30DPARDO::PU=SAPSR3","191"
"10.38.11.73","","20RMATUTER::PU=SAPSR3","191"
"10.38.11.73","","30FBAEZAR","191"
"10.38.11.73","","20FVILLALOBL","191"
"10.38.11.73","","30PMIRANDAG","191"
"10.38.11.73","","40NTORRESP","190"
"10.38.11.73","","10JMIRANDAG","190"
"10.38.11.73","","30CBASCURC","190"
"10.38.11.73","","   40IARANDA::PU=SAPSR3","190"
"10.38.11.73","","   40CGUZMAN::PU=SAPSR3","190"
"10.38.11.73","","30JBUSTAMANY::PU=SAPSR3","190"
"10.38.11.73","","40RMALAGARRB","189"
"10.38.11.73","","30XAVILAM::PU=SAPSR3","189"
"10.38.11.73","","30RVALVERDEE","189"
"10.38.11.73","","40YSANDOVAL::PU=SAPSR3","189"
"10.38.11.73","","30CZUNIGAC::PU=SAPSR3","189"
